Frequency,Asset,Model,Value,What
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.7936507936507936, 0: 0.20634920634920634}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.49375646661474626,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.4893146296130929,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.46734086149267373,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.6587301587301587, 1: 0.3412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.436363137255916,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.7857142857142857, 1: 0.21428571428571427}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.43013645894143837,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.9206349206349206, 1: 0.07936507936507936}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.4908650127676032,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.8412698412698413, 1: 0.15873015873015872}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.483943588976463,F1 VALIDATION
1h,LINKUSDT_1h,MLPClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,MLPClassifier,0.5121561465586121,FINAL TEST
1h,LINKUSDT_1h,MLPClassifier,0.36413575885391947,F1 FINAL TEST
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.5116995776737815, 1: 0.48830042232621845}",DESBALANCEO REAL
1h,LINKUSDT_1h,MLPClassifier,"{0: 0.9707795913708481, 1: 0.029220408629151925}",DESBALANCEO PREDICCIÓN
1h,AVAXUSDT_1h,MLPClassifier,0.4485280724475893,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.6984126984126984, 1: 0.30158730158730157}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.3322178590594597,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.38571821421512376,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{1: 0.9761904761904762, 0: 0.023809523809523808}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.40849534128060166,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.8571428571428571, 1: 0.14285714285714285}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.3322178590594597,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.3322178590594597,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.41260207004077776,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.6507936507936508, 1: 0.3492063492063492}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.50288889148181,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.7222222222222222, 1: 0.2777777777777778}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.4928774157408454,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.7063492063492064, 1: 0.29365079365079366}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.4182417326677685,F1 VALIDATION
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.8412698412698413, 1: 0.15873015873015872}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,MLPClassifier,0.48955598675950235,FINAL TEST
1h,AVAXUSDT_1h,MLPClassifier,0.37809266388183577,F1 FINAL TEST
1h,AVAXUSDT_1h,MLPClassifier,"{0: 0.5135258532131035, 1: 0.4864741467868965}",DESBALANCEO REAL
1h,AVAXUSDT_1h,MLPClassifier,"{1: 0.9368793516721835, 0: 0.06312064832781646}",DESBALANCEO PREDICCIÓN
1h,BTCUSDT_1h,RandomForestClassifier,0.52403939897524,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{0: 0.5238095238095238, 1: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5326771947897763,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.4856326674868289,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.6190476190476191, 0: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5546626103817619,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5079365079365079, 0: 0.49206349206349204}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5463692452068235,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.531034107454617,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5501960044657233,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5344064828093866,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5793650793650794, 0: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5126731257589329,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5159929901632383,F1 VALIDATION
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,RandomForestClassifier,"{0: 0.5714285714285714, 1: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,RandomForestClassifier,0.5178632576189932,FINAL TEST
1h,BTCUSDT_1h,RandomForestClassifier,0.5176143758133948,F1 FINAL TEST
1h,BTCUSDT_1h,RandomForestClassifier,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
1h,BTCUSDT_1h,RandomForestClassifier,"{0: 0.5338431685880607, 1: 0.46615683141193925}",DESBALANCEO PREDICCIÓN
1h,ETHUSDT_1h,RandomForestClassifier,0.5247890307394711,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5793650793650794, 0: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5138232523850931,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.6190476190476191, 0: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5021528390713169,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.509634143382043,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{0: 0.5952380952380952, 1: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.4920882023497075,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5396825396825397, 0: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5173432327057463,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5127457513936081,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{0: 0.5238095238095238, 1: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5122489786395171,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5022226845328017,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5076149288310117,F1 VALIDATION
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,RandomForestClassifier,0.5102157287980824,FINAL TEST
1h,ETHUSDT_1h,RandomForestClassifier,0.5101911985125668,F1 FINAL TEST
1h,ETHUSDT_1h,RandomForestClassifier,"{1: 0.5079328843739299, 0: 0.4920671156260701}",DESBALANCEO REAL
1h,ETHUSDT_1h,RandomForestClassifier,"{0: 0.5150097020888027, 1: 0.48499029791119735}",DESBALANCEO PREDICCIÓN
1h,XRPUSDT_1h,RandomForestClassifier,0.5350880779722924,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5396825396825397, 0: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5164646016809963,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5488160359426051,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5294346261590881,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.540222071095647,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5793650793650794, 0: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5229857213559633,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5873015873015873, 0: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5177097989491742,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5295135631302421,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5122461948221593,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5079365079365079, 0: 0.49206349206349204}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5175834185208913,F1 VALIDATION
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,RandomForestClassifier,"{0: 0.5793650793650794, 1: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,RandomForestClassifier,0.5325876041547769,FINAL TEST
1h,XRPUSDT_1h,RandomForestClassifier,0.5324073782631198,F1 FINAL TEST
1h,XRPUSDT_1h,RandomForestClassifier,"{1: 0.502454057755964, 0: 0.4975459422440361}",DESBALANCEO REAL
1h,XRPUSDT_1h,RandomForestClassifier,"{0: 0.5220865198036754, 1: 0.4779134801963246}",DESBALANCEO PREDICCIÓN
1h,BNBUSDT_1h,RandomForestClassifier,0.5327029814810385,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.6031746031746031, 0: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5360413019137285,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.6428571428571429, 0: 0.35714285714285715}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5218025918922186,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.7063492063492064, 0: 0.29365079365079366}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5341157960324792,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.7063492063492064, 0: 0.29365079365079366}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5434127619675928,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.6746031746031746, 0: 0.3253968253968254}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5196682839635269,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.6111111111111112, 0: 0.3888888888888889}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5145212438715239,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.746031746031746, 0: 0.25396825396825395}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5261104679622612,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.6984126984126984, 0: 0.30158730158730157}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5111651033844256,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5234927681736063,F1 VALIDATION
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.626984126984127, 0: 0.373015873015873}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,RandomForestClassifier,0.5143248487615569,FINAL TEST
1h,BNBUSDT_1h,RandomForestClassifier,0.5143050046197502,F1 FINAL TEST
1h,BNBUSDT_1h,RandomForestClassifier,"{1: 0.5145531332039721, 0: 0.48544686679602783}",DESBALANCEO REAL
1h,BNBUSDT_1h,RandomForestClassifier,"{0: 0.5209450975915991, 1: 0.4790549024084009}",DESBALANCEO PREDICCIÓN
1h,SOLUSDT_1h,RandomForestClassifier,0.5168520692051095,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6349206349206349, 1: 0.36507936507936506}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.4970611680315993,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.49931271128218774,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6190476190476191, 1: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.510502101215587,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.49489494548798796,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6111111111111112, 1: 0.3888888888888889}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.5059840555141539,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6190476190476191, 1: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.5114879855361656,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.5049373818509242,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.518547308776078,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6349206349206349, 1: 0.36507936507936506}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.5006388866444934,F1 VALIDATION
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,RandomForestClassifier,0.5179773998402009,FINAL TEST
1h,SOLUSDT_1h,RandomForestClassifier,0.5134620200982907,F1 FINAL TEST
1h,SOLUSDT_1h,RandomForestClassifier,"{1: 0.5053076132861546, 0: 0.49469238671384547}",DESBALANCEO REAL
1h,SOLUSDT_1h,RandomForestClassifier,"{0: 0.6016436479853898, 1: 0.3983563520146102}",DESBALANCEO PREDICCIÓN
1h,ADAUSDT_1h,RandomForestClassifier,0.5176140195280188,F1 VALIDATION
1h,ADAUSDT_1h,RandomForestClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,RandomForestClassifier,"{0: 0.6507936507936508, 1: 0.3492063492063492}",DESBALANCEO PREDICCIÓN VAL
